Order ID,Order Date,CustomerName,State,City
X-25651,04-03-2019,James,Oregon,Portland
X-25968,05-03-2019,Isabella,Nevada,Las Vegas
X-26019,06-03-2019,Lucas,Utah,Salt Lake City
X-25664,07-03-2019,Mia,Massachusetts,Boston
X-26033,08-03-2019,Alexander,Maryland,Baltimore
X-26052,09-03-2019,Evelyn,Virginia,Richmond
X-25999,10-03-2019,Olivia,New Jersey,Newark
X-25781,11-03-2019,William,Connecticut,Hartford
X-25764,12-03-2019,Sophia,Vermont,Burlington
X-25803,13-03-2019,Liam,New Hampshire,Manchester
X-25945,14-03-2019,Emma,Maine,Portland
X-26086,15-03-2019,Noah,Florida,Orlando
X-25845,16-03-2019,Ava,Georgia,Savannah
X-25817,17-03-2019,James,Tennessee,Nashville
X-25951,18-03-2019,Isabella,Kentucky,Louisville
X-25970,19-03-2019,Lucas,Ohio,Columbus
X-25878,20-03-2019,Mia,Indiana,Indianapolis
X-26057,21-03-2019,Alexander,Michigan,Detroit
X-25885,22-03-2019,Evelyn,Wisconsin,Milwaukee
X-25897,23-03-2019,Olivia,Minnesota,Minneapolis
X-25756,24-03-2019,William,Iowa,Des Moines
X-25859,25-03-2019,Sophia,Missouri,Kansas City
X-25691,26-03-2019,Liam,Oklahoma,Oklahoma City
X-25633,27-03-2019,Emma,Texas,Austin
X-25708,28-03-2019,Noah,Louisiana,New Orleans
X-25831,29-03-2019,Ava,Arkansas,Little Rock
X-25856,30-03-2019,James,Mississippi,Jackson
X-25893,31-03-2019,Isabella,Alabama,Birmingham
X-25959,01-04-2019,Lucas,Kentucky,Lexington
X-26000,02-04-2019,Mia,South Carolina,Columbia
X-26097,03-04-2019,Alexander,North Carolina,Charlotte
X-25745,04-04-2019,Evelyn,West Virginia,Charleston
X-25974,05-04-2019,Olivia,Delaware,Wilmington
X-25670,06-04-2019,William,District of Columbia,Washington D.C.
X-25848,07-04-2019,Sophia,Rhode Island,Providence
X-25888,08-04-2019,Liam,Hawaii,Honolulu
X-25942,09-04-2019,Emma,Alaska,Anchorage
X-25847,10-04-2019,Noah,Idaho,Boise
X-25636,11-04-2019,Ava,Montana,Billings
X-25826,12-04-2019,James,Wyoming,Cheyenne
X-26081,13-04-2019,Isabella,New Mexico,Albuquerque
X-25625,14-04-2019,Lucas,Utah,Salt Lake City
X-25802,15-04-2019,Mia,Illinois,Chicago
X-25693,16-04-2019,Alexander,Texas,Houston
X-25796,17-04-2019,Evelyn,Florida,Miami
X-25806,18-04-2019,Olivia,California,Los Angeles
X-25710,19-04-2019,William,Pennsylvania,Philadelphia
X-25669,20-04-2019,Sophia,Washington,Seattle
X-25857,21-04-2019,Liam,New York,New York City
X-25785,22-04-2019,Emma,Georgia,Atlanta
X-25930,23-04-2019,Noah,Colorado,Denver
X-26053,24-04-2019,Ava,Arizona,Phoenix
X-26070,25-04-2019,James,Oregon,Portland
X-25791,26-04-2019,Isabella,Nevada,Las Vegas
X-25983,27-04-2019,Lucas,Utah,Salt Lake City
X-25979,28-04-2019,Mia,Massachusetts,Boston
X-26054,29-04-2019,Alexander,Maryland,Baltimore
X-26078,30-04-2019,Evelyn,Virginia,Richmond
X-25787,01-05-2019,Olivia,New Jersey,Newark
X-25682,02-05-2019,William,Connecticut,Hartford
X-25962,03-05-2019,Sophia,Vermont,Burlington
X-25750,04-05-2019,Liam,New Hampshire,Manchester
X-25828,05-05-2019,Emma,Maine,Portland
X-25622,06-05-2019,Noah,Florida,Orlando
X-25751,07-05-2019,Ava,Georgia,Savannah
X-25685,08-05-2019,James,Tennessee,Nashville
X-26010,09-05-2019,Isabella,Kentucky,Louisville
X-26035,10-05-2019,Lucas,Ohio,Columbus
X-25698,11-05-2019,Mia,Indiana,Indianapolis
X-25966,12-05-2019,Alexander,Michigan,Detroit
X-25832,13-05-2019,Evelyn,Wisconsin,Milwaukee
X-25743,14-05-2019,Olivia,Minnesota,Minneapolis
X-25886,15-05-2019,William,Iowa,Des Moines
X-25975,16-05-2019,Sophia,Missouri,Kansas City
X-26098,17-05-2019,Liam,Oklahoma,Oklahoma City
X-25614,18-05-2019,Emma,Texas,Austin
X-25726,19-05-2019,Noah,Louisiana,New Orleans
X-26050,20-05-2019,Ava,Arkansas,Little Rock
X-25609,21-05-2019,James,Mississippi,Jackson
X-25741,22-05-2019,Isabella,Alabama,Birmingham
X-25956,23-05-2019,Lucas,Kentucky,Lexington
X-25689,24-05-2019,Mia,South Carolina,Columbia
X-25939,25-05-2019,Alexander,North Carolina,Charlotte
X-25890,26-05-2019,Evelyn,West Virginia,Charleston
X-25814,27-05-2019,Olivia,Delaware,Wilmington
X-25718,28-05-2019,William,District of Columbia,Washington D.C.
X-25914,29-05-2019,Sophia,Rhode Island,Providence
X-25903,30-05-2019,Liam,Hawaii,Honolulu
X-26096,31-05-2019,Emma,Alaska,Anchorage
X-25654,01-06-2019,Noah,Idaho,Boise
X-26076,02-06-2019,Ava,Montana,Billings
X-25961,03-06-2019,James,Wyoming,Cheyenne
X-25854,04-06-2019,Isabella,New Mexico,Albuquerque
X-25642,05-06-2019,Lucas,Utah,Salt Lake City
X-25683,06-06-2019,Mia,Illinois,Chicago
X-26016,07-06-2019,Alexander,Texas,Houston
X-26034,08-06-2019,Evelyn,Florida,Miami
X-26056,09-06-2019,Olivia,California,Los Angeles
X-25819,10-06-2019,William,Pennsylvania,Philadelphia
X-25715,11-06-2019,Sophia,Washington,Seattle
X-25933,12-06-2019,Liam,New York,New York City
X-26014,13-06-2019,Emma,Georgia,Atlanta
X-25655,14-06-2019,Noah,Colorado,Denver
X-25816,15-06-2019,Ava,Arizona,Phoenix
X-25634,16-06-2019,James,Oregon,Portland
X-25895,17-06-2019,Isabella,Nevada,Las Vegas
X-25687,18-06-2019,Lucas,Utah,Salt Lake City
X-25662,19-06-2019,Mia,Massachusetts,Boston
X-25635,20-06-2019,Alexander,Maryland,Baltimore
X-26060,21-06-2019,Evelyn,Virginia,Richmond
X-26045,22-06-2019,Olivia,New Jersey,Newark
X-25770,23-06-2019,William,Connecticut,Hartford
X-25744,24-06-2019,Sophia,Vermont,Burlington
X-25618,25-06-2019,Liam,New Hampshire,Manchester
X-25958,26-06-2019,Emma,Maine,Portland
X-25769,27-06-2019,Noah,Florida,Orlando
X-25619,28-06-2019,Ava,Georgia,Savannah
X-25688,29-06-2019,James,Tennessee,Nashville
X-25829,30-06-2019,Isabella,Kentucky,Louisville
X-26036,01-07-2019,Lucas,Ohio,Columbus
X-25714,02-07-2019,Mia,Indiana,Indianapolis
X-25989,03-07-2019,Alexander,Michigan,Detroit
X-25849,04-07-2019,Evelyn,Wisconsin,Milwaukee
X-25851,05-07-2019,Olivia,Minnesota,Minneapolis
X-25782,06-07-2019,William,Iowa,Des Moines
X-25621,07-07-2019,Sophia,Missouri,Kansas City
X-25996,08-07-2019,Liam,Oklahoma,Oklahoma City
X-25678,09-07-2019,Emma,Texas,Austin
X-25727,10-07-2019,Noah,Louisiana,New Orleans
X-26018,11-07-2019,Ava,Arkansas,Little Rock
X-25760,12-07-2019,James,Mississippi,Jackson
X-25804,13-07-2019,Isabella,Alabama,Birmingham
X-25754,14-07-2019,Lucas,Kentucky,Lexington
X-26020,15-07-2019,Mia,South Carolina,Columbia
X-25640,16-07-2019,Alexander,North Carolina,Charlotte
X-25789,17-07-2019,Evelyn,West Virginia,Charleston
X-26072,18-07-2019,Olivia,Delaware,Wilmington
X-26007,19-07-2019,William,District of Columbia,Washington D.C.
X-26087,20-07-2019,Sophia,Rhode Island,Providence
X-25617,21-07-2019,Liam,Hawaii,Honolulu
X-25984,22-07-2019,Emma,Alaska,Anchorage
X-25767,23-07-2019,Noah,Idaho,Boise
X-25987,24-07-2019,Ava,Montana,Billings
X-25840,25-07-2019,James,Wyoming,Cheyenne
X-25663,26-07-2019,Isabella,New Mexico,Albuquerque
X-26030,27-07-2019,Lucas,Utah,Salt Lake City
X-25947,28-07-2019,Mia,Illinois,Chicago
X-25896,29-07-2019,Alexander,Texas,Houston
X-26009,30-07-2019,Evelyn,Florida,Miami
X-25876,31-07-2019,Olivia,California,Los Angeles
X-25915,01-08-2019,William,Pennsylvania,Philadelphia
X-25795,02-08-2019,Sophia,Washington,Seattle
X-26002,03-08-2019,Liam,New York,New York City
X-25645,04-08-2019,Emma,Georgia,Atlanta
X-25837,05-08-2019,Noah,Colorado,Denver
X-25612,06-08-2019,Ava,Arizona,Phoenix
X-25812,07-08-2019,James,Oregon,Portland
X-25843,08-08-2019,Isabella,Nevada,Las Vegas
X-26026,09-08-2019,Lucas,Utah,Salt Lake City
X-25773,10-08-2019,Mia,Massachusetts,Boston
X-25875,11-08-2019,Alexander,Maryland,Baltimore
X-25660,12-08-2019,Evelyn,Virginia,Richmond
X-25918,13-08-2019,Olivia,New Jersey,Newark
X-25971,14-08-2019,William,Connecticut,Hartford
X-26063,15-08-2019,Sophia,Vermont,Burlington
X-25867,16-08-2019,Liam,New Hampshire,Manchester
X-25703,17-08-2019,Emma,Maine,Portland
X-25661,18-08-2019,Noah,Florida,Orlando
X-25748,19-08-2019,Ava,Georgia,Savannah
X-25766,20-08-2019,James,Tennessee,Nashville
X-25861,21-08-2019,Isabella,Kentucky,Louisville
X-26058,22-08-2019,Lucas,Ohio,Columbus
X-25808,23-08-2019,Mia,Indiana,Indianapolis
X-25900,24-08-2019,Alexander,Michigan,Detroit
X-26084,25-08-2019,Evelyn,Wisconsin,Milwaukee
X-25652,26-08-2019,Olivia,Minnesota,Minneapolis
X-26008,27-08-2019,William,Iowa,Des Moines
X-25799,28-08-2019,Sophia,Missouri,Kansas City
X-25927,29-08-2019,Liam,Oklahoma,Oklahoma City
X-25985,30-08-2019,Emma,Texas,Austin
X-25994,31-08-2019,Noah,Louisiana,New Orleans
X-25620,01-09-2019,Ava,Arkansas,Little Rock
X-25712,02-09-2019,James,Mississippi,Jackson
X-25976,03-09-2019,Isabella,Alabama,Birmingham
X-26068,04-09-2019,Lucas,Kentucky,Lexington
X-25721,05-09-2019,Mia,South Carolina,Columbia
X-25863,06-09-2019,Alexander,North Carolina,Charlotte
X-25991,07-09-2019,Evelyn,West Virginia,Charleston
X-25737,08-09-2019,Olivia,Delaware,Wilmington
X-26043,09-09-2019,William,District of Columbia,Washington D.C.
X-25977,10-09-2019,Sophia,Rhode Island,Providence
X-25908,11-09-2019,Liam,Hawaii,Honolulu
X-25941,12-09-2019,Emma,Alaska,Anchorage
X-25794,13-09-2019,Noah,Idaho,Boise
X-26041,14-09-2019,Ava,Montana,Billings
X-25695,15-09-2019,James,Wyoming,Cheyenne
X-25960,16-09-2019,Isabella,New Mexico,Albuquerque
X-26037,17-09-2019,Lucas,Utah,Salt Lake City
X-25921,18-09-2019,Mia,Illinois,Chicago
X-25944,19-09-2019,Alexander,Texas,Houston
X-25724,20-09-2019,Evelyn,Florida,Miami
X-26024,21-09-2019,Olivia,California,Los Angeles
X-25694,22-09-2019,William,Pennsylvania,Philadelphia
X-25665,23-09-2019,Sophia,Washington,Seattle
X-26004,24-09-2019,Liam,New York,New York City
X-25611,25-09-2019,Emma,Georgia,Atlanta
X-25901,26-09-2019,Noah,Colorado,Denver
X-25623,27-09-2019,Ava,Arizona,Phoenix
X-25713,28-09-2019,James,Oregon,Portland
X-26091,29-09-2019,Isabella,Nevada,Las Vegas
X-25604,30-09-2019,Lucas,Utah,Salt Lake City
X-25827,01-10-2019,Mia,Massachusetts,Boston
X-25835,02-10-2019,Alexander,Maryland,Baltimore
X-26025,03-10-2019,Evelyn,Virginia,Richmond
X-25809,04-10-2019,Olivia,New Jersey,Newark
X-25905,05-10-2019,William,Connecticut,Hartford
X-25948,06-10-2019,Sophia,Vermont,Burlington
X-26094,07-10-2019,Liam,New Hampshire,Manchester
X-25949,08-10-2019,Emma,Maine,Portland
X-26001,09-10-2019,Noah,Florida,Orlando
X-25771,10-10-2019,Ava,Georgia,Savannah
X-25659,11-10-2019,James,Tennessee,Nashville
X-25924,12-10-2019,Isabella,Kentucky,Louisville
X-25883,13-10-2019,Lucas,Ohio,Columbus
X-25946,14-10-2019,Mia,Indiana,Indianapolis
X-26065,15-10-2019,Alexander,Michigan,Detroit
X-26083,16-10-2019,Evelyn,Wisconsin,Milwaukee
X-25725,17-10-2019,Olivia,Minnesota,Minneapolis
X-25630,18-10-2019,William,Iowa,Des Moines
X-25673,19-10-2019,Sophia,Missouri,Kansas City
X-25692,20-10-2019,Liam,Oklahoma,Oklahoma City
X-25992,21-10-2019,Emma,Texas,Austin
X-25765,22-10-2019,Noah,Louisiana,New Orleans
X-25892,23-10-2019,Ava,Arkansas,Little Rock
X-26089,24-10-2019,James,Mississippi,Jackson
X-25780,25-10-2019,Isabella,Alabama,Birmingham
X-25684,26-10-2019,Lucas,Kentucky,Lexington
X-25739,27-10-2019,Mia,South Carolina,Columbia
X-25731,28-10-2019,Alexander,North Carolina,Charlotte
X-25648,29-10-2019,Evelyn,West Virginia,Charleston
X-26038,30-10-2019,Olivia,Delaware,Wilmington
X-25700,31-10-2019,William,District of Columbia,Washington D.C.
X-26015,01-11-2019,Sophia,Rhode Island,Providence
X-25704,02-11-2019,Liam,Hawaii,Honolulu
X-25811,03-11-2019,Emma,Alaska,Anchorage
X-25821,04-11-2019,Noah,Idaho,Boise
X-25874,05-11-2019,Ava,Montana,Billings
X-25668,06-11-2019,James,Wyoming,Cheyenne
X-25800,07-11-2019,Isabella,New Mexico,Albuquerque
X-25928,08-11-2019,Lucas,Utah,Salt Lake City
X-26021,09-11-2019,Mia,Illinois,Chicago
X-26064,10-11-2019,Alexander,Texas,Houston
X-25882,11-11-2019,Evelyn,Florida,Miami
X-25891,12-11-2019,Olivia,California,Los Angeles
X-25820,13-11-2019,William,Pennsylvania,Philadelphia
X-25889,14-11-2019,Sophia,Washington,Seattle
X-25871,15-11-2019,Liam,New York,New York City
X-25637,16-11-2019,Emma,Georgia,Atlanta
X-25616,17-11-2019,Noah,Colorado,Denver
X-25972,18-11-2019,Ava,Arizona,Phoenix
X-25805,19-11-2019,James,Oregon,Portland
X-25860,20-11-2019,Isabella,Nevada,Las Vegas
X-26080,21-11-2019,Lucas,Utah,Salt Lake City
X-25807,22-11-2019,Mia,Massachusetts,Boston
X-25734,23-11-2019,Alexander,Maryland,Baltimore
X-25880,24-11-2019,Evelyn,Virginia,Richmond
X-25934,25-11-2019,Olivia,New Jersey,Newark
X-25913,26-11-2019,William,Connecticut,Hartford
X-25912,27-11-2019,Sophia,Vermont,Burlington
X-25824,28-11-2019,Liam,New Hampshire,Manchester
X-25711,29-11-2019,Emma,Maine,Portland
X-25864,30-11-2019,Noah,Florida,Orlando
X-25917,01-12-2019,Ava,Georgia,Savannah
X-26049,02-12-2019,James,Tennessee,Nashville
X-25920,03-12-2019,Isabella,Kentucky,Louisville
X-25699,04-12-2019,Lucas,Ohio,Columbus
X-25735,05-12-2019,Mia,Indiana,Indianapolis
X-25701,06-12-2019,Alexander,Michigan,Detroit
X-26092,07-12-2019,Evelyn,Wisconsin,Milwaukee
X-26082,08-12-2019,Olivia,Minnesota,Minneapolis
X-25818,09-12-2019,William,Iowa,Des Moines
X-25846,10-12-2019,Sophia,Missouri,Kansas City
X-26011,11-12-2019,Liam,Oklahoma,Oklahoma City
X-25631,12-12-2019,Emma,Texas,Austin
X-25606,13-12-2019,Noah,Louisiana,New Orleans
X-25746,14-12-2019,Ava,Arkansas,Little Rock
X-26005,15-12-2019,James,Mississippi,Jackson
X-25844,16-12-2019,Isabella,Alabama,Birmingham
X-25869,17-12-2019,Lucas,Kentucky,Lexington
X-26066,18-12-2019,Mia,South Carolina,Columbia
X-25865,19-12-2019,Alexander,North Carolina,Charlotte
X-26039,20-12-2019,Evelyn,West Virginia,Charleston
X-25916,21-12-2019,Olivia,Delaware,Wilmington
X-26090,22-12-2019,William,District of Columbia,Washington D.C.
X-25988,23-12-2019,Sophia,Rhode Island,Providence
X-25906,24-12-2019,Liam,Hawaii,Honolulu
X-26017,25-12-2019,Emma,Alaska,Anchorage
X-25644,26-12-2019,Noah,Idaho,Boise
X-25679,27-12-2019,Ava,Montana,Billings
X-25723,28-12-2019,James,Wyoming,Cheyenne
X-25605,29-12-2019,Isabella,New Mexico,Albuquerque
X-25792,30-12-2019,Lucas,Utah,Salt Lake City
X-25680,31-12-2019,Mia,Illinois,Chicago
X-25931,01-01-2020,Alexander,Texas,Houston
X-25932,02-01-2020,Evelyn,Florida,Miami
X-25990,03-01-2020,Olivia,California,Los Angeles
X-25615,04-01-2020,William,Pennsylvania,Philadelphia
X-26031,05-01-2020,Sophia,Washington,Seattle
X-25801,06-01-2020,Liam,New York,New York City
X-25833,07-01-2020,Emma,Georgia,Atlanta
X-26077,08-01-2020,Noah,Colorado,Denver
X-25936,09-01-2020,Ava,Arizona,Phoenix
X-25938,10-01-2020,James,Oregon,Portland
X-25716,11-01-2020,Isabella,Nevada,Las Vegas
X-25740,12-01-2020,Lucas,Utah,Salt Lake City
X-25763,13-01-2020,Mia,Massachusetts,Boston
X-25872,14-01-2020,Alexander,Maryland,Baltimore
X-25879,15-01-2020,Evelyn,Virginia,Richmond
X-25926,16-01-2020,Olivia,New Jersey,Newark
X-26074,17-01-2020,William,Connecticut,Hartford
X-25627,18-01-2020,Sophia,Vermont,Burlington
X-25940,19-01-2020,Liam,New Hampshire,Manchester
X-26047,20-01-2020,Emma,Maine,Portland
X-26069,21-01-2020,Noah,Florida,Orlando
X-26027,22-01-2020,Ava,Georgia,Savannah
X-25963,23-01-2020,James,Tennessee,Nashville
X-25922,24-01-2020,Isabella,Kentucky,Louisville
X-25866,25-01-2020,Lucas,Ohio,Columbus
X-25607,26-01-2020,Mia,Indiana,Indianapolis
X-25775,27-01-2020,Alexander,Michigan,Detroit
X-25998,28-01-2020,Evelyn,Wisconsin,Milwaukee
X-26062,29-01-2020,Olivia,Minnesota,Minneapolis
X-25722,30-01-2020,William,Iowa,Des Moines
X-25776,31-01-2020,Sophia,Missouri,Kansas City
X-26032,01-02-2020,Liam,Oklahoma,Oklahoma City
X-25705,02-02-2020,Emma,Texas,Austin
X-25628,03-02-2020,Noah,Louisiana,New Orleans
X-25733,04-02-2020,Ava,Arkansas,Little Rock
X-25647,05-02-2020,James,Mississippi,Jackson
X-25790,06-02-2020,Isabella,Alabama,Birmingham
X-25709,07-02-2020,Lucas,Kentucky,Lexington
X-25911,08-02-2020,Mia,South Carolina,Columbia
X-25774,09-02-2020,Alexander,North Carolina,Charlotte
X-26042,10-02-2020,Evelyn,West Virginia,Charleston
X-25815,11-02-2020,Olivia,Delaware,Wilmington
X-25822,12-02-2020,William,District of Columbia,Washington D.C.
X-26075,13-02-2020,Sophia,Rhode Island,Providence
X-25783,14-02-2020,Liam,Hawaii,Honolulu
X-26046,15-02-2020,Emma,Alaska,Anchorage
X-25690,16-02-2020,Noah,Idaho,Boise
X-25706,17-02-2020,Ava,Montana,Billings
X-25736,18-02-2020,James,Wyoming,Cheyenne
X-25720,19-02-2020,Isabella,New Mexico,Albuquerque
X-25907,20-02-2020,Lucas,Utah,Salt Lake City
X-25719,21-02-2020,Mia,Illinois,Chicago
X-26013,22-02-2020,Alexander,Texas,Houston
X-26044,23-02-2020,Evelyn,Florida,Miami
X-25649,24-02-2020,Olivia,California,Los Angeles
X-25658,25-02-2020,William,Pennsylvania,Philadelphia
X-25672,26-02-2020,Sophia,Washington,Seattle
X-25624,27-02-2020,Liam,New York,New York City
X-25884,28-02-2020,Emma,Georgia,Atlanta
X-25641,29-02-2020,Noah,Colorado,Denver
X-25841,01-03-2020,Ava,Arizona,Phoenix
X-25980,02-03-2020,James,Oregon,Portland
X-26012,03-03-2020,Isabella,Nevada,Las Vegas
X-26029,04-03-2020,Lucas,Utah,Salt Lake City
X-26071,05-03-2020,Mia,Massachusetts,Boston
X-25646,06-03-2020,Alexander,Maryland,Baltimore
X-25677,07-03-2020,Evelyn,Virginia,Richmond
X-25759,08-03-2020,Olivia,New Jersey,Newark
X-26059,09-03-2020,William,Connecticut,Hartford
X-25632,10-03-2020,Sophia,Vermont,Burlington
X-26079,11-03-2020,Liam,New Hampshire,Manchester
X-25674,12-03-2020,Emma,Maine,Portland
X-25965,13-03-2020,Noah,Florida,Orlando
X-25732,14-03-2020,Ava,Georgia,Savannah
X-25834,15-03-2020,James,Tennessee,Nashville
X-25784,16-03-2020,Isabella,Kentucky,Louisville
X-25982,17-03-2020,Lucas,Ohio,Columbus
X-25788,18-03-2020,Mia,Indiana,Indianapolis
X-25742,19-03-2020,Alexander,Michigan,Detroit
X-26088,20-03-2020,Evelyn,Wisconsin,Milwaukee
X-25707,21-03-2020,Olivia,Minnesota,Minneapolis
X-25758,22-03-2020,William,Iowa,Des Moines
X-26095,23-03-2020,Sophia,Missouri,Kansas City
